label	statement
1	Says Missouri families earning power is about $5,000 less today than it was at the turn of the century.
0	Says he was exonerated in every single case in 1990s ethics violations charges.
1	"John McCain ""took on the drug industry."""
1	Says Hillary Clintons top 10 donors are mainly banks, corporations and media, while Bernie Sanders top 10 donors are labor unions.
1	We were able to provide $428 million worth of property tax relief.
1	Says Hillary Clinton couldnt bring herself to say we need to separate commercial banking and speculative banking, namely reinstating Glass-Steagall.
0	Statistics show you are about nine times more likely to be assaulted by a taxi driver in Austin than a driver for a ride-hailing service.
0	Says Charlie Crists campaign bashedSen. Bill Nelsons big-government solutions.
1	Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.
1	"Democrats compare the infrastructure programs in the stimulus to the Eisenhower interstate program, ""but he proposed a $500 billion highway system, and they're going to put $30 billion"" into roads and bridges."
1	While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.
1	Says Measure 11 is one of the most significant reasons for decrease in violent crime.
1	Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever.
0	Monica Wehby and Jason Conger are causing devastating consequences for nearly 23,000 Oregonians looking for work.
1	Chris Christie has led New Jersey to a record-breaking 9 credit downgrades.
0	"Blue Cross new $90-million Providence headquarters ""was outfitted with $25 million in decor."""
1	Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer
0	Says under the new health care law the patient-doctor relationship will be eliminated.
1	When I started in Ohio it was terrible. Now, were getting bipartisan support for our bills. And thats called leadership.
1	Over the past two years, Florida has cut more than $1 billion in taxes.
1	A black male baby born today, if we do not change the system, stands a one-in-three chance (of) ending up in jail.
0	Says President Obama has waived the work requirement for welfare.
1	Pat Toomey thinks corporations shouldnt pay any taxes.
1	Says Vladimir Putin once said, The breakup of the Soviet Union was the greatest geopolitical tragedy of the 20th century.
1	McDonalds workers in Denmark have a union. Earn $45,000/year.
1	We have the lowest percentage of Americans actually holding a job in 40 years.
1	Says since 2000, Austins tax burden rose more than 40 percent while family income rose more than 20 percent.
1	In terms of the wealthiest Americans, were at the lowest tax rate since the 1950s.
1	In Texas, there are 668 Democratic Hispanic elected officials to the 60 in the Republican Party.
1	Russia and China are doing naval exercises together someplace.
0	Virginia papers called (Scott) Rigells campaign Mostly False.
0	While CEOs of some large charities have big salaries, the heads of some veterans groups do the job for free.
1	Canadian middle class incomes are now higher than in the United States. They are working fewer hours for more pay, living longer on average, and facing less income inequality.
0	It was under Barack Obama and Hillary Clinton that changed the rules of engagement that probably cost (Capt. Humayun Khans) life.
1	Nearly one in four people in their prime working years are not working.
0	There are high administrative costs when you donate to Haiti relief through the White House Web site.
1	The state budget has gone up over 80 percent under Rick Perry.
0	In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct.
0	Says Attorney General Loretta Lynch was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe.
1	Factories are opening their doors at the fastest pace in almost two decades.
1	I took on the worst road system in the country, according to Trucker's magazine. When I left, they said it was the most improved road system in the country.
1	Paul Ryans budget keeps the Obamacare taxes and spending cuts that paid for Obamacare, but then cuts all of the benefits.
1	Sherrod Browns approval rating has plummeted to 38 percent among Ohio voters in a poll by a Democratic pollster.
0	President Obama was raised Muslim.
0	Says Michele Bachmann said English was good enough for Jesus when he wrote the Bible.
1	The majority of teams (are) now spending their dollars on the offensive side of the football.
1	In 31 states, decent child care costs more than college tuition.
1	Says Donald Trump has bankrupt four separate businesses.
1	President Obama has declared disasters in 48 of 50 states this year.
0	The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria.
1	Democratic Party candidates for the state Assembly actually received 200,000 more votes statewide than their Republican counterparts in the 2012 election
0	Says a Pro-Stimulus economist admits it is not working
1	Says using E-Verify is a fair amount of cost, about $20 per person that does not match.
0	"Sarah Palin ""got more votes running for mayor of Wasilla, Alaska, than Joe Biden got running for president of the United States."""
1	Under economic sanctions, now Iran is suffering 30 percent inflation, 20 percent unemployment.
1	A strong majority of Americans support the Keystone XL pipeline.
1	When career politician Daniel Webster became speaker of the House, he wasted $32,000 of our money on a spiral staircase for his office.
1	In 2010, 2,694 young people were killed by gunfire. 1,773 were victims of homicide; 67 were elementary school-age children.
0	Says Barack Obama knew half of the population of the United States would lose their health insurance.
1	"New Mexico moved ""up to"" sixth in the nation in job growth."
0	An audit of the last census found that over 370,000 people living in Texas were not counted, and our state lost an estimated $1 billion in federal funds as a result.
0	The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.
1	Says President Barack Obama gives students the right to repay (federal) loans as a clear, fixed, low percentage of their income for up to 20 years.
1	The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.
1	In the first 24 to 36 hours of the operation in Libya, you saw $115 million go downrange because a Tomahawk cruise missile is a little over $1 million each.
0	Says Target installed urinals in a womens bathroom to accommodate the ones who have giblets.
1	Atlanta now has as many visitors as Las Vegas, San Diego and Los Angeles. Orlando, Fla., and New York City still have more visitors.
1	Says no city comparable in size to Austin or smaller was broken into as many congressional districts.
0	Democrat Russ Feingold announced his Wisconsin Senate run today fromCalifornia.
1	If Obamacare is fully implemented, 30 million people will still be without health insurance.
0	Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice.
1	One in 19 Americans today get SSDI or SSI. Thats one in 19 Americans (who) are disabled.
0	Says the media created the term polar vortex and the cold air proves the ice isnt melting.
0	Were the only nation in the world that does not use the military to secure our border.
1	In Wisconsin, a second arrest for carrying pot is a felony, but a second or subsequent arrest for carrying a gun illegally is a misdemeanor.
1	As the usage [of synthetic marijuana] has dramatically increased, instances of violence, bodily harm and even death have risen with it.
0	President Obamas refusal to grant permits for offshore drilling is one reason gasoline prices are soaring.
1	Says a state bill checks the spending habits of the Milwaukee County Board of Supervisors by bringing it in line with other county boards around the state.
1	Says the Austin City Council may give $4 million a year to subsidize a race track.
1	Ninety percent of Texans say they do not want the nursing homes to close. It polls higher than anything else.
0	Justice Antonin Scalia agreed for the Supreme Court to hear a case about whetherBarack Obama is eligible to be President.
1	Women make 77 cents for every dollar a man earns.
1	Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.
1	Likens Obamas predicament to 1982, saying, when Reagan just started out, (unemployment was at) exactly the same point. He was two years into his term. The unemployment was well over 10 percent, and it did come out of it.
1	A wide majority of NRA households ... supported this legislation on gun background checks.
0	Wisconsin state lawmakers worked seven days in 2012 but got paid for a whole year.
0	More than 43 percent of all food stamps are given to illegals.
1	The Republican Party raffled off an AR-15 assault rifle at the 2010 Oregon State Fair.
1	Says Donald Trump and Ron Johnson oppose a womans right to choose and Johnson voted against the Violence Against Women Act.
0	Far more children died last year drowning in their bathtubs than were killed accidentally by guns.
1	In 2009, the Small Business Entrepreneurship Council ranked Ohio 11th in the nation and 1st in the Midwest for overall business climate.
0	Says Barack Obama counted on Sandy Adams to approve stimulus spending.
1	Weve cut taxes 50 times and look what has happened to our revenues. Theyve grown.
1	On immigration, the president said 22 times, 22 times, that he couldnt do what he eventually did.
1	More than 32,000 Americans lose their lives to gun violence each year.
0	"A data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option."""
1	More than two-thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all.
1	"Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."""
1	Says Mitt Romneys plan rolls back regulations on banks.
0	"Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company."""
1	The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.
0	Lindsay Parkhurst wants to take away programs like Social Security and Medicare that seniors have earned throughout their lifetimes.
1	The tax on job creating businesses is 35 percent in the United States, second worst in the entire world.
1	In Africa, a child dies every minute because of (malaria).
0	Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!
1	Cobb County businesses have already been awarded contracts worth $250 million on construction of a new Braves stadium.
1	Marriage decreases the probability of child poverty by 82 percent.
1	Lake Erie supports nearly 10 percent of Ohios jobs and generates $750 million in state and local taxes.
0	A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.
1	Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.
0	Said Planned Parenthoods early objective was to help kill black babies before they came into the world.
1	Says if you are shot in the city of Newark, you have over an 80 percent chance that youve been arrested before an average of 10 times.
1	The state of Florida has seen double-digit drops in alcohol use among teens.
1	Opinion polls show that the majority of Americans, and the majority of New Jerseyans, favor marriage equality for same sex couples.
0	Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.
0	There was a 57-percent decrease in fireworks-related injuries in 2000 [after Connecticut legalized sparklers] compared to the 14 years prior.
1	For NATO exercises, we dont have enough of our own hardware and equipment even for training purposes. So the Britsare spotting us choppers.
1	Borrowing in my 2015-17 state budget is less than half that in my predecessors last budget and the lowest it has been in a decade.
0	Obamacare is . . . the largest tax increase in the history of the world.
0	Says Barack Obama said, If we keep talking about the economy, were going to lose.
1	As the CEO of HP, Carly Fiorina laid off 30,000 workers.
1	Says Gov. Scott Walkers proposed reduction in university spending is about the size of the one under Democratic Gov. Jim Doyle, but Democrats didnt treat Doyles cut as so dire.
0	Weve had about 3,000 murders in connection with lax border security.
0	Unemployment numbers are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, its a total disaster.
0	Were inches away from no longer having a free economy.
1	It costs about $40,000 a year for a homeless person to be on the streets.
1	A violent felon can buy (a gun) over the Internet with no background check, no questions asked.
0	Says Obama called Sarah Palin a pig.
1	55 percent of the people who cast a provisional ballot (in Florida) in the last presidential election -- their vote did not count.
1	Says he invested over $100 million in worker training.
1	In state after state, polls make clear that the American public understands the Kelo ruling is a disaster.
1	A 0.05 standard for drunken driving means having a glass of wine at dinner could make a person drunk.
0	Appalachian Power Company is making record profits.
1	The geography of poverty has changed fundamentally in the last 15 years, with more of it concentrated in fragile and conflict states.
1	The average person only pays about $1,800 in state taxes which is the lowest of all 50 states.
1	ISISsends out 90,000 social (media)messages a day.
0	Says that while his plan would narrow the time for early voting, it still will be one of the most aggressive early voting time frames in America.
1	Offshore wind power is significantly less expensive than solar energy.
1	We have a governor whos vetoed measures like increasing our minimum wage and restoring the earned income tax cut.
1	You cannot get (Ebola) from just riding on a plane or bus.
1	Three or four countries out of roughly 60 in the anti-ISIS coalition are providing military force.
0	The cap-and-trade bill before Congress prevents you from selling your home without the permission of the EPA administrator.
1	Republican candidate for governor Karen Handel has run a 100 percent negative campaign.
1	Our children's safety is potentially at risk because nearly half of the apple juice consumed by our children comes from apples grown in China.
1	I went to the Olympics that was out of balance, and we got it on balance.
1	Florida Statutes require (Attorney General Bill) McCollum to consult with members of Florida's Congressional delegation before filing a lawsuit against the health care reform law.
1	We are amassing most of our military strength in a country where fewer than 100 members of al Qaeda remain.
0	Nobody is leaving Memphis. Thats a myth.
1	Weve got the highest corporate tax rate in the world.
1	The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck. But unlike car owners, students are not allowed to refinance their loans at lower rates.
1	Says Texas state funds were spent on a TV series on spouses cheating on their wives, kind of glorifying the act of cheating.
1	Extending current tax rates would average more than $100,000 a year to millionaires and even billionaires.
1	Peachtree and Pine is one of the leading sites for tuberculosis in the nation.
1	Ultimately, after an exhaustive investigation, the National Transportation Safety Board concluded that a Minneapolis bridge collapsed in 2007 because of an original design flaw dating back to the 1960s.
1	The Obama administration originally wanted 10,000 troops to remain in Iraq -- not combat troops, but military advisers, special operations forces, to watch the counterterrorism effort.
0	Says Ted Cruz never denied his father was photographedwith Lee Harvey Oswald.
0	Says Barack Obama said that ordinary men and women are too small-minded to govern their own affairs and that individuals should surrender their rights to an all-powerful sovereign.
1	Says Gov. John Kasich can remove the president of the State Board of Education.
1	He admits he still doesn't know how to use a computer, can't send an e-mail.
1	Says he worked with the Democratic legislature to balance spending with revenues so that at the end of my four-year term, the rainy day fund was established at more than $2 billion.
1	Says 11 percent of the nations fatal car crashes in 2009 were attributed to distracted driving.
1	At the time that (Medicare Part D) was passed (it) was actually less popular than the Affordable Care Act, according to the polls.
1	Since the United States began negotiations with Iran, thats probably the first year and a half in which Iran has not advanced its nuclear program in the last decade.
0	In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin.
1	Twice as much (federal) money is going back to Hawaii, Virginia and Alaska than is coming home to Oregon.
1	Says U.S. Senate opponent Ron Johnson is opposed to all government-assisted student loans.
0	Because the EPA closed a lead smelter in Missouri, all lead for bullets will have to come from overseas!
1	Says he did the very best in a recent poll in Iowa matching up each of the major Republican presidential candidates against President Barack Obama.
1	Says Harry Reid has a better voting attendance record than these three Congressmen!
0	"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency."""
1	We created a flat tax in the state of Utah.
0	We have my opponent Sam Olens to thank for [the Arizona immigration ruling] since he was on the team that got Clinton elected.
0	Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent.
1	"The president can ""authorize the killing of a U.S. citizen who fights for a foreign terrorist organization."""
1	Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care.
0	The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.
0	Says over 25 percent of the Texas budget funds services to non-U.S. citizens.
1	As part of legislative fights over abortion rights,Mike Coffman co-sponsored a bill to redefine rape.
1	For anybody whos trying to cross the street and has seen those signs that say you have to stop when pedestrians are in the crosswalk, that was a bill that I passed.
1	Cervical cancer in Africa is fully preventable with basic education, screeningand vaccines.
1	Sunday liquor sales could generate $3.4 million to $4.8 million a year in additional sales tax revenue for Georgia.
1	Says Carlos Beruff supported (Charlie) Crist even after he switched parties.
1	We are in the bottom 10 in dollars in the classroom and the top 10 in dollars in the bureaucracy and red tape.
1	We got back every dime used to rescue the banks.
0	"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project."""
1	"Numbers on illegal immigrants ""are down in terms of apprehensions, which indicates fewer illegal crossings, but also up in terms of actual enforcement actions."""
1	While fat-cat bureaucrats at the Department of Education are getting paid an average salary of $102,000 a year, teachers in Georgia are getting paid half of that.
1	This bill allows Virginia to join about 23 other states that have an ultrasound procedure before an abortion.
1	With the exception of slavery and the Chinese Exclusion Act, our laws have never barred persons from becoming citizens.
1	The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.
1	Were fifth in the world (in executions), behind China, Iran, Iraq and Saudi Arabia.
1	Says he fought Obama at the Supreme Court and won.
0	Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a mandatory vaginal probe.
1	"Obama says McCain went to Bermuda and ""pledged to protect tax breaks for American corporations that hide their profits offshore."""
1	Weeks after accepting a quarter-million-dollar campaign contribution from a hospital board chairman, Greg Abbott went to court against victims of a drug-taking neurosurgeon.
1	In 1790, the first Congress, which was packed with framers, required all ship owners to provide medical insurance for seamen; in 1798, Congress also required seamen to buy hospital insurance for themselves. In 1792, Congress enacted a law mandating that all able-bodied citizens obtain a firearm.
1	We have a $2 trillion to $3 trillion infrastructure deficit. Weve got work that needs to get done. Weve got people that want to go to work.
0	Multnomah Countys food action plan clearly plans to disrupt the free market system in terms of food choices making it harder and more expensive for many residents to eat their food of choice.
1	House Republican plan would increase costs for Oregon seniors by $6,000 with health care vouchers instead of Medicare
0	U.S. Reps. Eric Cantor and Luis Gutierrez were touring the country last year joined at the hip, working together in a bipartisan fashion indeed for the goal of immigration reform.
0	I'm probably one of the four or five best-known Americans in the world.
1	Sixty million Americans depend on Social Security, and one-third of all the seniors in America depend on Social Security for 90 percent of their income.
1	Says opponent Kathie Tovo believes that Austin invests too much in the cops, firefighters and paramedics that protect our families and neighborhoods.
0	Im 59. In either Canada or Great Britain, if I broke my hip, I couldnt get it replaced.
1	After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, (Debbie Wasserman Schultz) has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans.
1	Says in Oregon today, the average debt upon college graduation is more than $24,000.
1	When you get a commercial pilots license, you learn to communicate in English no matter where you are in the world.
1	According to ATF data, 70 percent of firearms recovered and traced in drug cartel crimes in Mexico originated from the United States.
1	SaysLoretta Lynchs nomination has been now sitting there longer than the previous seven attorney general nominees combined.
1	Theres at least 7,500 addicted gamblers in Rhode Island, at least, it could be as high as 22,000.
1	Congressman Phil Roe hands out $1.3M government check from a federal program that he voted against.
0	Obama ... gave almost a million dollars to the (Kenya) opposition campaign who just happened to be his cousin, Raila Odinga.
0	Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending
0	Says Barack Obama founded ISIS. I would say the co-founder would be crooked Hillary Clinton.
0	Says President Barack Obamas finance team is recommending a 1% tax on all transactions at any financial institution.
1	Says Donald Trumps position isto roll back all of the financial regulations passed after the financial crisis.
0	President Barack Obama met with Iranian president Hassan Rouhani.
1	Women are still paid 82 cents for every dollar a man earns in Texas.
1	In America, we pay, by far, the highest prices in the world for prescription drugs.
1	A majority of the candidates on this stage have supported amnesty ... I have never supported amnesty.
1	Bernie Sanders opposes the death penalty, and Hillary Clinton supports it.
1	Says Patrick Murphy supports a gun ban on commonly owned semi-automatic firearms used for hunting, recreational shooting and self defense.
0	Says gubernatorial candidate Clay Pell hasnt spent a dime on advertising.
1	North Carolinas coast is possibly the best place in (the) U.S. for an offshore windfarm.
0	Nobody suffered any lasting injuries from the CIA interrogation program.
0	There was a loss of eight million jobs during the Bush eight years.
1	And delivered more tax relief than the other Republicans combined.
1	Shirley Sherrod was forced to resign before anybody on Fox said a word about this.
1	Says North Carolina is home of the largest military installations in the world.
1	"Mitt Romney has ""a pro-choice record."""
1	We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year.
1	Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.
1	Since Barack Obama became president of the United States, 95 percent of economic gains have been made by the richest 1 percent.
0	The 2011 Legislature did not cut Texas public school funding.
1	Congress only funded half the wall between Mexico and the United States.
0	We dont know anything about Hillary in terms of religion. Now, shes been in the public eye for years and years, and yet theres no theres nothing out there.
1	Virginia is headed towards another surplus this year, unlike most states.
0	The Massachusetts Supreme Court...defined marriage as simply, quote,the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse.
1	Even high estimates for an early draft of the health care plan are less than the $1.8 trillion cost of the Bush tax cuts.
0	Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car.
0	"My ""border security efforts have led to a 60 percent decrease in border crime."""
1	Says its estimated that 300 babies a year are sent home from the hospital with an unrecognized congenital heart defect; it is the most common birth defect in America.
1	Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.
1	House Speaker Nancy Pelosi said this week that the Democrats have to pass their terrible health care bill so that the American people can actually find out what's in it.
1	Texans pay the sixth-highest property tax in the nation.
1	Annual water usage in 2010 was actually down more than 18 percent from usage in 2006.
1	A test last month at the MAX station at 162nd Avenue and East Burnside saw crime down 41 percent compared with December 2009
1	Says since Australia passed tough gun laws, homicides by firearm have declined almost 60 percent.
1	@realDonaldTrump is coming to San Antonio, which is 60% Mexican-AMERICAN.
1	The economy added more jobs during four years under Obama than it did in the entire eight years under George W. Bush.
1	"Clinton has ""raised the most money from Washington lobbyists ... from the health industry, drug companies, health insurance companies (and) the defense industry."""
0	Says Demond Means, turnaround district superintendent for Milwaukee Public Schools, said the district needs to be gutted.
0	I lost my health insurance and my doctor because of Obamacare.
1	U.S. debt is now equal to 100 percent of the GDP.
0	Barack Hussein Obama will ... force local authorities to allow Occupy protesters to live in parks.
1	Says Scott Brown voted with President Barack Obama 70 percent of the time in 2011.
1	$2.4 million of the NIH dollars was spent on origami condoms.
1	For every dollar we invest in Head Start, we get $5 to $7 back into our economy.
1	High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.
1	Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.
0	According to a government supplier of emergency products, the Disaster Assistance Response Team was told to be prepared to be activated in the month of October for an outbreak of Ebola.
1	The average family not in the top 10 percent makes less money today than they were making a generation ago.
0	The IRS is going to be in charge of a huge national database on health care that will include Americans personal, intimate, most close-to-the-vest-secrets.
1	Winning enough pledged delegates is not impossible.
1	In America, radical speech is not a crime.
0	"Obama ""basically threatened to bomb Pakistan."""
1	When I go on Letterman the ratings go up.
0	The city building code violations on my properties only involve exterior issues; within the households, its fine.
1	The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.
1	Says Donald Trump says climate change is a hoax invented by the Chinese.
0	An image in a ChrisAbele TV ad depicts wealthy citizens who would benefit from a lake created by the controversial Estabrook Dam.
0	Rick Perry thinks injecting 11- and 12-year-old girls with a controversial drug (the HPV vaccine), without a parents consent, is a good idea.
1	Common Core is not from the federal government, they do not have their fingerprints on this thing at all.
1	Obama held one of the first meetings of his political career in Bill Ayers's home. And they've worked together on various projects in Chicago.
0	Says there was a NATO base in Turkey being under attack by terrorists.
1	I have a D-minus voting record from the NRA.
0	Mayor Fung wants to punish our childrens education by removing 12 million dollars from current funding to pay for his private charter school. Your taxes would increase by between 6 and 8 percent per year.
1	She stood by our National Guard and Reserve and kept standing till they received health care they deserved.
0	An anonymous e-mail says that Hillary Clinton advocates communism.
0	Says Reps. Rush Holt, Frank Pallone and Bill Pascrell are willing to jeopardize seniors access to coverage by gutting $741 billion from Medicare to pay for a big-government healthcare takeover.
1	One of three patients hospitalized (is) harmed by the care they receive.
1	Every other major country has family paid leave.
1	We are 49th in the nation for our graduation rate
1	About two-thirds of all consumption is services. . . It was just the opposite when the sales tax was enacted in the 30s.
1	According to the U.S. Census Bureau, 71.2 percent of Hispanic registered voters in Texas and over 86 percent of African American registered voters participated in the 2012 elections.
1	Says Mitt Romney has said different things about whether global warming is caused by humans
1	We have the second highest corporate tax rate among our trading partners.
1	Once people become citizens under the DREAM Act and turn 21, they can sponsor their illegal immigrant parents for legalization.
0	New tax increases that went into effect on Jan.1, 2015, all passed under the Affordable Care Act, aka Obamacare.
1	The governor won this state with 49 percent. We had some of the closest races in the House in history. So youre not dealing with this 70-30, like they want to make it.
0	Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free.
0	Congress is a very special group of people. More than 80 percent of them never left the United States.
1	The Republicans have repeatedly said that they agree with 80 percent of what's in our bill.
0	Ted Cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants.
1	FACT: the special assistant in @johnkasichs office makes over three times more than an average #OH firefighter
1	Right now, 50 percent of Florida students leaving high school cannot read at grade level.
0	The Massachusetts health care plan dealt with 8 percent of our population, far less than the 100 percent of American people affected by President Barack Obamas health care law.
1	It takes almost a year for a refugee to be processed in the United States.
0	Says South Carolina Gov. Nikki Haley is an immigrant.
1	$100,000 in stimulus funds (were) used for a Martini Bar and Brazilian Steakhouse.
1	Says Obama called Medicaid broken four years ago.
1	Says former Sen. George Allen voted four times to raise his own pay.
0	Obesity kills 34 children per hour.
0	Aphotograph of 21-year-old Hillary Clinton featured a Confederate battle flag in the background.
1	Says Mitt Romney raised business taxes 20 percent in Massachusetts.
1	Says the Republican state convention is actually larger than the Republican National Convention.
1	Says President Barack Obama has launched twice as many strikes (on)countries that are predominantly Muslim than President George W. Bush.
1	Half of Oregon university students are on Pell Grants.
0	The Earth is not warming.
0	Says Baltimore police are trained by Mossad and Shin Bet.
0	Says Chuck Hagels nomination as defense secretary has been publicly celebrated by the Iranian government.
1	A Penn State University study found that electronic cigarettes . . . are far less addictive than cigarettes.
1	Some 8.1 million of the estimated 11 million to 12 million people in this country illegally are working.
0	Says the headlines tell the story of how Walker has mismanaged Milwaukee County
0	Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.
0	Says Democratic challenger for his N.C. House seat raised taxes on clothing, school supplies even baby diapers!
1	Graduation and third-grade reading scores are up in the state since I took office.
1	The six largest cities in Ohio all have higher rates of violence and crime than every major city along the U.S.-Mexico border.
1	Gun marketplaces on Facebook mean ANYONE can broker a deal on a gun online, meet the seller in a parking lot somewhere, and walk away with a weapon.
1	We have a tax code that allows groups to use their political operations within the tax code, under the guise of a charity, to use undisclosed millions of dollars to do political campaigns.
1	Rhode Island has a [inmate] recidivism rate of over 60 percent.
0	"Maj. Nidal Hasan, the man accused of the Fort Hood shootings, ""was an ADVISOR to the Obama Administration."""
0	Says Jill McCabe supports late term abortions. Larger baby parts are more profitable.
1	Says on the state level, we spend less today than Jon Corzine spent in fiscal year 2008, five years later.
1	U.S. unemployment among people ages 16 to 24 is 18.4 percent, which is a 60-year high.
1	The U.S. military is in 130 countries. We have 900 bases around the world.
1	Eleven states have enacted these pay-to-play reforms.
1	Taxes on groceries and medicine will rise under a plan to improve roads and rail for metro Atlanta.
0	I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me.
0	Says the University of Wisconsin football program is spending almost all of its Bowl Championship Series payout on a Rose Bowl junket for politically connected officials
1	U.S. teenagers have now fallen behind their counterparts in Ireland, Poland and even Vietnam in math and science.
1	Under President Obama, domestic oil production is at an eight-year high.
1	Rhode Islands state pension system underperformed the median three out of the four years that Mr. [Frank] Caprio was in office.
1	The United States is the only advanced country on Earth that doesnt guarantee paid maternity leave to our workers.
1	Two-thirds of the federal budget is permanent law ... its permanently appropriated.
1	(Jeb) Bush, not the State of Florida, decided which private emails to disclose.
1	14,000 Americans . . . lose their health insurance every single day.
1	Half of illegal immigrants come on legal visas and then overstay.
1	Israel in the last three weeks haskilled more Palestinian children, more than 200, than the total number of Israeli soldiers killed in military operations since 2006.
1	Health reform eliminates co-pays, deductibles, and other costs for preventative care and provides for free annual wellness checkups starting next year.
0	Ever wonder why no one ever came forward from Obamas past, saying they knew him, attended school with him, was his friend, etc.? Not one person has ever come forward from his past.
0	Says Barack Obama is a socialist.
1	A bag of Cheetos costs less to buy than an apple, and in some Milwaukee neighborhoods good luck trying to find an apple or a banana or some sort of healthy option
1	Barack Obama's church gave a lifetime achievement award to Louis Farrakhan.
1	Georgia is one of only five states where breweries cant sell you a pint of beer to drink on premise or sell you a six-pack to go.
1	We cut property taxes for seniors and our middle class.
0	Says Obama sent $450 million to China to build a wind farm in Texas.
1	Says there have been well over 54 million abortions since 1973.
1	The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.
1	Says Georgia Power customers pay 10 percent to 15 percent below the national average for electricity.
1	The Buffett rule raises virtually no money, maybe a day and a half of our borrowing per year.
0	Wendy Davis was just doing a fund-raiser in Chicago with the international socialists organization.
0	A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.
0	Says Michelle Obama waved red communist flags on her trip to China.
0	Wikileaks also shows how John Podesta rigged the polls by oversampling Democrats, a voter suppression technique.
0	Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!
0	Frankly, (Hillary Clinton) doesnt do very well with women.
1	I believe in tax cuts. I believe in being a supply-sider. I cut the income tax I think it was 24 percent. We got 42 percent more revenues.
